Mês/Ano,Razão Social,CNPJ,Instalação,Região,Estado,Município,Capacidade Autorizada (m³/d),Volume Processado  (m³/d),FUE (%)
03/2022,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,24891,71
04/2022,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,26778,77
05/2022,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,27161,78
06/2022,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,28150,80
07/2022,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,27578,79
08/2022,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,29689,85
09/2022,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,28764,82
10/2022,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,25859,74
11/2022,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,26407,75
12/2022,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,26747,76
01/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,19840,57
02/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,6155,18
03/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,14004,40
04/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,23700,68
05/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,24597,70
06/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,27724,79
07/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,26980,77
08/2023,PETROLEO BRASILEIRO S/A,33000167010255,REFAP,SUL,Rio Grande do Sul,CANOAS,35000,29809,85
10/2021,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,40495,67
11/2021,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,41458,69
12/2021,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,41501,69
01/2022,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,36903,62
02/2022,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,42171,70
03/2022,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,42845,71
04/2022,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,37666,63
05/2022,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,39621,66
06/2022,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,43186,72
07/2022,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,41259,69
08/2022,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,40329,67
09/2022,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,41815,70
10/2022,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,39371,66
11/2022,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,34569,58
12/2022,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,35904,60
01/2023,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,51774,86
02/2023,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,49645,83
03/2023,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,41204,69
04/2023,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,41608,69
05/2023,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,38708,65
06/2023,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,41082,68
07/2023,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,38679,64
08/2023,REFINARIA DE MATARIPE S.A.,41777706000141,REFMAT,NORDESTE,Bahia,SAO FRANCISCO DO CONDE,60000,32279,54
01/2019,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,21948,83
02/2019,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,22879,87
03/2019,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,22143,84
04/2019,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,22976,87
05/2019,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,22617,86
06/2019,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,23995,91
07/2019,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,23952,91
08/2019,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,24913,94
09/2019,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,23901,91
10/2019,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,14772,56
11/2019,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,18833,71
12/2019,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,21824,83
01/2020,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,22005,83
02/2020,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,21180,80
03/2020,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,19737,75
04/2020,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,11106,42
05/2020,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,14177,54
06/2020,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,19823,75
07/2020,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,20189,76
08/2020,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,21334,81
09/2020,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,21510,81
10/2020,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,22905,87
11/2020,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,22063,84
12/2020,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,21764,82
01/2021,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,21173,80
02/2021,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,21501,81
03/2021,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,17147,65
04/2021,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,18375,70
05/2021,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,19324,73
06/2021,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,21843,83
07/2021,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,22478,85
08/2021,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,24727,94
09/2021,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,24664,93
10/2021,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,24624,93
11/2021,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,24094,91
12/2021,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,22227,84
01/2022,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,20382,77
02/2022,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,20851,79
03/2022,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,22551,85
04/2022,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,24335,92
05/2022,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,23899,91
06/2022,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,25999,98
07/2022,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,24715,94
08/2022,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,24421,93
09/2022,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,24816,94
10/2022,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,24683,93
11/2022,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,23287,88
12/2022,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,23729,90
01/2023,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,22641,86
02/2023,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,24909,94
03/2023,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,24455,93
04/2023,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,25135,95
05/2023,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,25617,97
06/2023,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,25966,98
07/2023,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,26000,98
08/2023,PETROLEO BRASILEIRO S/A,33000167009320,REGAP,SUDESTE,Minas Gerais,BETIM,26400,25669,97
01/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,5248,72
02/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,5168,71
03/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,5217,71
04/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4971,68
05/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,5039,69
06/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4917,67
07/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4962,68
08/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,5111,70
09/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,5244,72
10/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4996,68
11/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4860,67
12/2019,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4827,66
01/2020,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,5330,73
02/2020,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,5950,82
03/2020,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,5370,74
04/2020,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,1596,22
05/2020,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,1257,17
06/2020,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,2968,41
07/2020,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4913,67
08/2020,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4983,68
09/2020,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,5104,70
10/2020,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4921,67
11/2020,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4729,65
12/2020,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4828,66
01/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4755,65
02/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4743,65
03/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4057,56
04/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4979,68
05/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4800,66
06/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4759,65
07/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4830,66
08/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,5000,68
09/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4988,68
10/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,5268,72
11/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,5005,69
12/2021,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4823,66
01/2022,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4802,66
02/2022,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4780,65
03/2022,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4833,66
04/2022,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,5263,72
05/2022,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4813,66
06/2022,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,4858,67
07/2022,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,5148,71
08/2022,PETROLEO BRASILEIRO S/A,33000167079379,REMAN,NORTE,Amazonas,MANAUS,7300,5328,73
01/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,25893,76
02/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,23403,69
03/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,26621,78
04/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,25059,74
05/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,24750,73
06/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,28415,84
07/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,28294,83
08/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,30714,90
09/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,29721,87
10/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,27321,80
11/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,22522,66
12/2019,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,28545,84
01/2020,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,28282,83
02/2020,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,28957,85
03/2020,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,26679,78
04/2020,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,20069,59
05/2020,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,28127,83
06/2020,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,31025,91
07/2020,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,30185,89
08/2020,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,29895,88
09/2020,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,30342,89
10/2020,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,31081,91
11/2020,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,26742,79
12/2020,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,30463,90
01/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,29782,88
02/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,31539,93
03/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,30430,90
04/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,28728,84
05/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,27290,80
06/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,21978,65
07/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,28059,83
08/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,29998,88
09/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,31374,92
10/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,31337,92
11/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,28639,84
12/2021,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,28637,84
01/2022,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,28598,84
02/2022,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,28039,82
03/2022,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,30538,90
04/2022,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,30592,90
05/2022,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,31098,91
06/2022,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,29477,87
07/2022,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,30853,91
08/2022,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,31496,93
09/2022,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,24129,71
10/2022,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,164,0
11/2022,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,14755,43
12/2022,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,28728,84
01/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,29509,87
02/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,29442,87
03/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,32094,94
04/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,32006,94
05/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,32916,97
06/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,32908,97
07/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,33098,97
08/2023,PETROLEO BRASILEIRO S/A,33000167080970,REPAR,SUL,Paraná,ARAUCARIA,34000,31574,93
01/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,69000,37117,54
02/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,69000,51495,75
03/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,69000,52240,76
04/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,69000,53538,78
05/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,69000,51966,75
06/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,69000,53678,78
07/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,69000,54192,79
08/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,69000,55230,80
09/2019,PETROLEO BRASILEIRO S/A,33000167064347,REPLAN,SUDESTE,São Paulo,PAULINIA,69000,46925,68
