ANO;MÊS;UNIDADE DA FEDERAÇÃO;PRODUTOR;PRODUTO;PRODUÇÃO
2017;AGO;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2017;SET;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2017;OUT;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2017;NOV;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2017;DEZ;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2017;JAN;PARANÁ;SIX;DIESEL;0
2017;FEV;PARANÁ;SIX;DIESEL;0
2017;MAR;PARANÁ;SIX;DIESEL;0
2017;ABR;PARANÁ;SIX;DIESEL;0
2017;MAI;PARANÁ;SIX;DIESEL;0
2017;JUN;PARANÁ;SIX;DIESEL;0
2017;JUL;PARANÁ;SIX;DIESEL;0
2017;AGO;PARANÁ;SIX;DIESEL;0
2017;SET;PARANÁ;SIX;DIESEL;0
2017;OUT;PARANÁ;SIX;DIESEL;0
2017;NOV;PARANÁ;SIX;DIESEL;0
2017;DEZ;PARANÁ;SIX;DIESEL;0
2018;JAN;PARANÁ;SIX;GLP;1939,14956
2018;FEV;PARANÁ;SIX;GLP;1954,361428
2018;MAR;PARANÁ;SIX;GLP;1629,493088
2018;ABR;PARANÁ;SIX;GLP;1266,776981
2018;MAI;PARANÁ;SIX;GLP;0
2018;JUN;PARANÁ;SIX;GLP;0
2018;JUL;PARANÁ;SIX;GLP;0
2018;AGO;PARANÁ;SIX;GLP;0
2018;SET;PARANÁ;SIX;GLP;0
2018;OUT;PARANÁ;SIX;GLP;249,3629414
2018;NOV;PARANÁ;SIX;GLP;514,840601
2018;DEZ;PARANÁ;SIX;GLP;238,9266679
2018;JAN;PARANÁ;SIX;NAFTA;3797
2018;FEV;PARANÁ;SIX;NAFTA;3500
2018;MAR;PARANÁ;SIX;NAFTA;4273
2018;ABR;PARANÁ;SIX;NAFTA;3440
2018;MAI;PARANÁ;SIX;NAFTA;3391
2018;JUN;PARANÁ;SIX;NAFTA;3230
2018;JUL;PARANÁ;SIX;NAFTA;3059
2018;AGO;PARANÁ;SIX;NAFTA;2841
2018;SET;PARANÁ;SIX;NAFTA;2716
2018;OUT;PARANÁ;SIX;NAFTA;2685
2018;NOV;PARANÁ;SIX;NAFTA;2603
2018;DEZ;PARANÁ;SIX;NAFTA;2331
2018;JAN;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;42084,79529
2018;FEV;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;38244,96874
2018;MAR;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;35298,54297
2018;ABR;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;35788,38421
2018;MAI;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;32880,71041
2018;JUN;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;34518,85269
2018;JUL;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;32215,77907
2018;AGO;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;13607,48013
2018;SET;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;13363,47842
2018;OUT;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;14346
2018;NOV;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;14163,80038
2018;DEZ;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;13602,49237
2018;JAN;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2018;FEV;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2018;MAR;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2018;ABR;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2018;MAI;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2018;JUN;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2018;JUL;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2018;AGO;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2018;SET;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2018;OUT;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2018;NOV;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2018;DEZ;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2018;JAN;PARANÁ;SIX;DIESEL;0
2018;FEV;PARANÁ;SIX;DIESEL;0
2018;MAR;PARANÁ;SIX;DIESEL;0
2018;ABR;PARANÁ;SIX;DIESEL;0
2018;MAI;PARANÁ;SIX;DIESEL;0
2018;JUN;PARANÁ;SIX;DIESEL;0
2018;JUL;PARANÁ;SIX;DIESEL;0
2018;AGO;PARANÁ;SIX;DIESEL;0
2018;SET;PARANÁ;SIX;DIESEL;0
2018;OUT;PARANÁ;SIX;DIESEL;0
2018;NOV;PARANÁ;SIX;DIESEL;0
2018;DEZ;PARANÁ;SIX;DIESEL;0
2019;JAN;PARANÁ;SIX;GLP;0
2019;FEV;PARANÁ;SIX;GLP;0
2019;MAR;PARANÁ;SIX;GLP;160,2800295
2019;ABR;PARANÁ;SIX;GLP;25,77319588
2019;MAI;PARANÁ;SIX;GLP;172,5403818
2019;JUN;PARANÁ;SIX;GLP;0
2019;JUL;PARANÁ;SIX;GLP;0
2019;AGO;PARANÁ;SIX;GLP;0
2019;SET;PARANÁ;SIX;GLP;0
2019;OUT;PARANÁ;SIX;GLP;0
2019;NOV;PARANÁ;SIX;GLP;186,6764275
2019;DEZ;PARANÁ;SIX;GLP;0
2019;JAN;PARANÁ;SIX;NAFTA;2842
2019;FEV;PARANÁ;SIX;NAFTA;3044
2019;MAR;PARANÁ;SIX;NAFTA;2602
2019;ABR;PARANÁ;SIX;NAFTA;2018
2019;MAI;PARANÁ;SIX;NAFTA;2395
2019;JUN;PARANÁ;SIX;NAFTA;0
2019;JUL;PARANÁ;SIX;NAFTA;1460
2019;AGO;PARANÁ;SIX;NAFTA;3723
2019;SET;PARANÁ;SIX;NAFTA;3436
2019;OUT;PARANÁ;SIX;NAFTA;3042
2019;NOV;PARANÁ;SIX;NAFTA;3868
2019;DEZ;PARANÁ;SIX;NAFTA;3277
2019;JAN;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;15042,90252
2019;FEV;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;14105,82342
2019;MAR;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;12351,08515
2019;ABR;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;9745,051836
2019;MAI;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;12151,63866
2019;JUN;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;0
2019;JUL;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;9223,477325
2019;AGO;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;15759,19889
2019;SET;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;14798,01137
2019;OUT;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;14151,72612
2019;NOV;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;15743,50621
2019;DEZ;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;16069,35727
2019;JAN;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2019;FEV;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2019;MAR;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2019;ABR;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2019;MAI;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2019;JUN;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2019;JUL;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2019;AGO;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2019;SET;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2019;OUT;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2019;NOV;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2019;DEZ;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2019;JAN;PARANÁ;SIX;DIESEL;0
2019;FEV;PARANÁ;SIX;DIESEL;0
2019;MAR;PARANÁ;SIX;DIESEL;0
2019;ABR;PARANÁ;SIX;DIESEL;0
2019;MAI;PARANÁ;SIX;DIESEL;0
2019;JUN;PARANÁ;SIX;DIESEL;0
2019;JUL;PARANÁ;SIX;DIESEL;0
2019;AGO;PARANÁ;SIX;DIESEL;0
2019;SET;PARANÁ;SIX;DIESEL;0
2019;OUT;PARANÁ;SIX;DIESEL;0
2019;NOV;PARANÁ;SIX;DIESEL;0
2019;DEZ;PARANÁ;SIX;DIESEL;0
2020;JAN;PARANÁ;SIX;GLP;88,19294456
2020;FEV;PARANÁ;SIX;GLP;0
2020;MAR;PARANÁ;SIX;GLP;532,2027783
2020;ABR;PARANÁ;SIX;GLP;1348,129127
2020;MAI;PARANÁ;SIX;GLP;902,7266028
2020;JUN;PARANÁ;SIX;GLP;1836,095764
2020;JUL;PARANÁ;SIX;GLP;1805,021074
2020;AGO;PARANÁ;SIX;GLP;1513,513514
2020;SET;PARANÁ;SIX;GLP;1617,592247
2020;OUT;PARANÁ;SIX;GLP;1863,366337
2020;NOV;PARANÁ;SIX;GLP;1618,037135
2020;DEZ;PARANÁ;SIX;GLP;1423,055709
2020;JAN;PARANÁ;SIX;NAFTA;2799
2020;FEV;PARANÁ;SIX;NAFTA;3835
2020;MAR;PARANÁ;SIX;NAFTA;2871
2020;ABR;PARANÁ;SIX;NAFTA;2926
2020;MAI;PARANÁ;SIX;NAFTA;1531
2020;JUN;PARANÁ;SIX;NAFTA;3148
2020;JUL;PARANÁ;SIX;NAFTA;3433
2020;AGO;PARANÁ;SIX;NAFTA;3065
2020;SET;PARANÁ;SIX;NAFTA;3444
2020;OUT;PARANÁ;SIX;NAFTA;3586
2020;NOV;PARANÁ;SIX;NAFTA;2576
2020;DEZ;PARANÁ;SIX;NAFTA;2607
2020;JAN;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;14215,96139
2020;FEV;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;15804,24972
2020;MAR;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;15725,69868
2020;ABR;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;14696,79659
2020;MAI;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;8774,253188
2020;JUN;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;15363,96734
2020;JUL;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;16699,70208
2020;AGO;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;15973,12693
2020;SET;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;16649,02644
2020;OUT;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;19087,61484
2020;NOV;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;15459,04025
2020;DEZ;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;14789,70694
2020;JAN;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2020;FEV;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2020;MAR;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2020;ABR;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2020;MAI;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2020;JUN;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2020;JUL;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2020;AGO;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2020;SET;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2020;OUT;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2020;NOV;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2020;DEZ;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2020;JAN;PARANÁ;SIX;DIESEL;0
2020;FEV;PARANÁ;SIX;DIESEL;0
2020;MAR;PARANÁ;SIX;DIESEL;0
2020;ABR;PARANÁ;SIX;DIESEL;0
2020;MAI;PARANÁ;SIX;DIESEL;0
2020;JUN;PARANÁ;SIX;DIESEL;0
2020;JUL;PARANÁ;SIX;DIESEL;0
2020;AGO;PARANÁ;SIX;DIESEL;0
2020;SET;PARANÁ;SIX;DIESEL;0
2020;OUT;PARANÁ;SIX;DIESEL;0
2020;NOV;PARANÁ;SIX;DIESEL;0
2020;DEZ;PARANÁ;SIX;DIESEL;0
2021;JAN;PARANÁ;SIX;GLP;1114,487
2021;FEV;PARANÁ;SIX;GLP;968,058
2021;MAR;PARANÁ;SIX;GLP;797,703
2021;ABR;PARANÁ;SIX;GLP;844,846
2021;MAI;PARANÁ;SIX;GLP;1898,606884
2021;JUN;PARANÁ;SIX;GLP;0
2021;JUL;PARANÁ;SIX;GLP;218,301
2021;AGO;PARANÁ;SIX;GLP;533,345
2021;SET;PARANÁ;SIX;GLP;1244,851
2021;OUT;PARANÁ;SIX;GLP;1220,036
2021;NOV;PARANÁ;SIX;GLP;0
2021;DEZ;PARANÁ;SIX;GLP;0
2021;JAN;PARANÁ;SIX;NAFTA;3293,555
2021;FEV;PARANÁ;SIX;NAFTA;2280,324
2021;MAR;PARANÁ;SIX;NAFTA;2645,106
2021;ABR;PARANÁ;SIX;NAFTA;2713,719
2021;MAI;PARANÁ;SIX;NAFTA;3002,115
2021;JUN;PARANÁ;SIX;NAFTA;1980,463
2021;JUL;PARANÁ;SIX;NAFTA;2918,159
2021;AGO;PARANÁ;SIX;NAFTA;2621,211
2021;SET;PARANÁ;SIX;NAFTA;2314,755
2021;OUT;PARANÁ;SIX;NAFTA;2617,609
2021;NOV;PARANÁ;SIX;NAFTA;1838,307
2021;DEZ;PARANÁ;SIX;NAFTA;0
2021;JAN;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;18137,107
2021;FEV;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;11689,586
2021;MAR;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;14187,712
2021;ABR;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;15467,223
2021;MAI;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;16406,289
2021;JUN;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;14155,301
2021;JUL;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;15338,294
2021;AGO;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;16155,578
2021;SET;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;14179,806
2021;OUT;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;14250,398
2021;NOV;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;9776,952
2021;DEZ;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;1485,736
2021;JAN;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2021;FEV;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2021;MAR;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2021;ABR;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2021;MAI;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2021;JUN;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2021;JUL;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2021;AGO;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2021;SET;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2021;OUT;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2021;NOV;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2021;DEZ;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2021;JAN;PARANÁ;SIX;DIESEL;0
2021;FEV;PARANÁ;SIX;DIESEL;0
2021;MAR;PARANÁ;SIX;DIESEL;0
2021;ABR;PARANÁ;SIX;DIESEL;0
2021;MAI;PARANÁ;SIX;DIESEL;0
2021;JUN;PARANÁ;SIX;DIESEL;0
2021;JUL;PARANÁ;SIX;DIESEL;0
2021;AGO;PARANÁ;SIX;DIESEL;0
2021;SET;PARANÁ;SIX;DIESEL;0
2021;OUT;PARANÁ;SIX;DIESEL;0
2021;NOV;PARANÁ;SIX;DIESEL;0
2021;DEZ;PARANÁ;SIX;DIESEL;0
2022;JAN;PARANÁ;SIX;GLP;276,161
2022;FEV;PARANÁ;SIX;GLP;514,797
2022;MAR;PARANÁ;SIX;GLP;767,359
2022;ABR;PARANÁ;SIX;GLP;120,179
2022;MAI;PARANÁ;SIX;GLP;657,018
2022;JUN;PARANÁ;SIX;GLP;1338,915
2022;JUL;PARANÁ;SIX;GLP;1446,266
2022;AGO;PARANÁ;SIX;GLP;491,406
2022;SET;PARANÁ;SIX;GLP;0
2022;OUT;PARANÁ;SIX;GLP;793,125
2022;NOV;PARANÁ;SIX;GLP;980,225
2022;DEZ;PARANÁ;SIX;GLP;794,922
2022;JAN;PARANÁ;SIX;NAFTA;429,343
2022;FEV;PARANÁ;SIX;NAFTA;2724,728
2022;MAR;PARANÁ;SIX;NAFTA;3223,582
2022;ABR;PARANÁ;SIX;NAFTA;2795,791
2022;MAI;PARANÁ;SIX;NAFTA;2281,698
2022;JUN;PARANÁ;SIX;NAFTA;2657,729
2022;JUL;PARANÁ;SIX;NAFTA;2392,074
2022;AGO;PARANÁ;SIX;NAFTA;2319,483
2022;SET;PARANÁ;SIX;NAFTA;2498,877
2022;OUT;PARANÁ;SIX;NAFTA;1896,677
2022;NOV;PARANÁ;SIX;NAFTA;2581,134
2022;DEZ;PARANÁ;SIX;NAFTA;2579,65
2022;JAN;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;6927,193
2022;FEV;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;13948,445
2022;MAR;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;14797,434
2022;ABR;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;14119,738
2022;MAI;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;14455,874
2022;JUN;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;13302,731
2022;JUL;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;15790,275
2022;AGO;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;14584,206
2022;SET;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;12061,901
2022;OUT;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;11017,505
2022;NOV;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;11339,521
2022;DEZ;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;12631,771
2022;JAN;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2022;FEV;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2022;MAR;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2022;ABR;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2022;MAI;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2022;JUN;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2022;JUL;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2022;AGO;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2022;SET;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2022;OUT;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2022;NOV;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2022;DEZ;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2022;JAN;PARANÁ;SIX;DIESEL;0
2022;FEV;PARANÁ;SIX;DIESEL;0
2022;MAR;PARANÁ;SIX;DIESEL;0
2022;ABR;PARANÁ;SIX;DIESEL;0
2022;MAI;PARANÁ;SIX;DIESEL;0
2022;JUN;PARANÁ;SIX;DIESEL;0
2022;JUL;PARANÁ;SIX;DIESEL;0
2022;AGO;PARANÁ;SIX;DIESEL;0
2022;SET;PARANÁ;SIX;DIESEL;0
2022;OUT;PARANÁ;SIX;DIESEL;0
2022;NOV;PARANÁ;SIX;DIESEL;0
2022;DEZ;PARANÁ;SIX;DIESEL;0
2023;JAN;PARANÁ;SIX;GLP;307,197
2023;FEV;PARANÁ;SIX;GLP;620,687
2023;MAR;PARANÁ;SIX;GLP;119,605
2023;ABR;PARANÁ;SIX;GLP;0
2023;MAI;PARANÁ;SIX;GLP;0
2023;JUN;PARANÁ;SIX;GLP;0
2023;JUL;PARANÁ;SIX;GLP;205,888
2023;AGO;PARANÁ;SIX;GLP;436,592
2023;JAN;PARANÁ;SIX;NAFTA;2434,14
2023;FEV;PARANÁ;SIX;NAFTA;2212,689
2023;MAR;PARANÁ;SIX;NAFTA;1923,091
2023;ABR;PARANÁ;SIX;NAFTA;2561,036
2023;MAI;PARANÁ;SIX;NAFTA;1872,378
2023;JUN;PARANÁ;SIX;NAFTA;0
2023;JUL;PARANÁ;SIX;NAFTA;700,038
2023;AGO;PARANÁ;SIX;NAFTA;2350,862
2023;JAN;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;14327,078
2023;FEV;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;11173,172
2023;MAR;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;12851,825
2023;ABR;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;12756,579
2023;MAI;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;10379,564
2023;JUN;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;727,052
2023;JUL;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;8510,407
2023;AGO;PARANÁ;SIX;ÓLEO COMBUSTÍVEL;12476,048
2023;JAN;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2023;FEV;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2023;MAR;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2023;ABR;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2023;MAI;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2023;JUN;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2023;JUL;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2023;AGO;PARANÁ;SIX;OUTROS NÃO ENERGÉTICOS;0
2023;JAN;PARANÁ;SIX;DIESEL;0
2023;FEV;PARANÁ;SIX;DIESEL;0
2023;MAR;PARANÁ;SIX;DIESEL;0
2023;ABR;PARANÁ;SIX;DIESEL;0
2023;MAI;PARANÁ;SIX;DIESEL;0
2023;JUN;PARANÁ;SIX;DIESEL;0
2023;JUL;PARANÁ;SIX;DIESEL;0
2023;AGO;PARANÁ;SIX;DIESEL;0
